Sample,Reference,Unit,Location,Petrography,Rock type,East,North,sio2,tio2,al2o3,fe2o3,feo,Measured Fe,feo_tot,mno,mgo,cao,na2o,k2o,p2o5,LOI,Total,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,y_ppm,sc_ppm,hf_ppm,nb_ppm,ta_ppm,th_ppm,zn_ppm,co_ppm,ni_ppm,ba_ppm,cr_ppm,v_ppm,se_ppm,br_ppm,cu_ppm,sr_ppm,zr_ppm,rb_ppm,as_ppm,be_ppm,sb_ppm,sn_ppm,u_ppm,w_ppm,bi_ppm,cd_ppm,cs_ppm,ga_ppm,ge_ppm,In_ppm,mo_ppm,pb_ppm,ag_ppm,Tl,Analytical technique (element),Age (Ma) dating,±,Age (Ma) reference,age,±,Reference,Age max (Ma),±,Age min (Ma),±,Reference,Preferred Age max (Ma),±,Preferred Age min (Ma),±,Reference(s),Radiometric dating technique,Dated material,87Sr/86Sr,±,87Rb/86Sr,±,(87Sr/86Sr)i,147Sm/144Nd,±,143Nd/144Nd,±,eNd,(143Nd/144Nd)i,eNdi,(206Pb/204Pb)i,206Pb/204Pb,(207Pb/204Pb)i ,207Pb/204Pb,(208Pb/204Pb)i,208Pb/204Pb,208Pb/206Pb,207Pb/206Pb
BA86c,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,346156,7082789,43.1,3.57,10.06,5.07,6.61,0,11.17,0.18,10.09,16.83,0.93,1.04,0.5,2.49,101.21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,130,3714,225,225,0,0,0,1513,178,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA86d,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,346156,7082789,46.05,4.31,15.35,4.9,9.62,0,14.03,0.32,5.24,9.31,3.51,1.39,1.25,0.75,102.17,15.99,33.48,0,23,5.53,1.52,0,0.7,0,0,0,0,3.43,0.32,37,0,0,0,0,0,0,0,24,1055,237,237,0,0,0,1493,242,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA100.1,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,343697,7041427,48.22,2.82,13.7,4.32,7.48,0,11.37,0.15,8.46,6.76,4.01,0.8,0.35,2.62,100.53,16,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,22,0,0,99,0,97,262,343,343,0,0,0,505,169,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA100.2,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,343697,7041427,49.09,2.25,10.84,3.75,7.47,0,10.84,0.18,11.89,7.5,2.77,0.6,0.26,2.99,100.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,15,0,0,111,0,647,182,258,258,0,0,0,224,133,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA101,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Tuff (dacitic),V,343697,7041427,64.27,0.74,16.02,2.24,3.32,0,5.34,0.07,3.38,1.22,6.26,-0.05,0.17,1.93,99.99,53.78,107.38,0,47.26,9.61,1.56,0,1.15,0,0,0,0,4.88,0.69,25,0,0,14,0,0,60,0,44,103,105,105,0,0,0,124,172,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA104,Breitkreuz et al 1989,Chañaral Epimetamorphic complex,South of Chañaral,Basalt,V,343697,7041427,47.19,2.99,14.53,4.49,9.13,0,13.17,0.22,6.27,7.95,3.72,0.15,0.34,2.44,100.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,23,0,0,116,0,29,185,396,396,0,0,0,433,167,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.9,0.4,323.2,358.9,0.4,Breitkreuz et al 1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE18,Breitkreuz et al 1989,Agua Escondida Formation,Sierra Almeida,0,V,542672,7320675,66.64,0.46,14.83,1.96,0.98,0,2.74,0.09,1,2.63,3.46,4.55,0.14,2.93,99.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,14,0,0,45,0,-10,833,-10,51,0,0,0,268,194,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,291.7,1.9,267,2.7,Solari et al 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE20,Breitkreuz et al 1989,Agua Escondida Formation,Sierra Almeida,0,V,542024,7320984,75.24,0.21,12.91,1.36,0,0,1.22,0.03,0.18,0.41,3.49,5.02,0.03,0.88,99.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,16,0,0,35,0,-10,905,-10,26,0,0,0,135,180,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,291.7,1.9,267,2.7,Solari et al 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AE23,Breitkreuz et al 1989,Cerros Puquios Beds,Sierra Almeida,0,V,541121,7320987,75.76,0.16,13.07,1.64,0,0,1.48,0.04,0.26,0.36,2.7,5.2,0.03,1.02,100.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,13,0,0,63,0,-10,556,-10,-15,0,0,0,116,152,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,259.7,2.6,256.1,2.6,Solari et al 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB2,Breitkreuz et al 1989,Cerro Rincones Beds,Salar Punta Negra,0,V,479258,7309775,69.47,0.38,15.35,1.88,0.11,0,1.8,0.04,-0.01,1.81,3.73,4.97,0.09,2.16,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,10,0,0,34,0,-10,937,52,45,0,0,0,231,174,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,259.1,0.5,237,0,Astudillo et al 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB5,Breitkreuz et al 1989,Sierra de Varas Formation,Salar Punta Negra,0,V,480188,7309530,77,0.24,13.02,1.4,0,0,1.26,0.03,0.53,0.41,6.87,0.17,0.06,0.76,100.49,37.45,0,0,21.29,2.59,0.6,0,0.28,0,0,0,0,1.14,0.18,-5,0,0,8,0,0,24,0,-10,135,56,15,0,0,0,308,119,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,211.3,2.9,211,9,Astudillo et al 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB7b,Breitkreuz et al 1989,Sierra de Varas Formation,Salar Punta Negra,0,V,480583,7309439,85.74,0.12,7.49,0,0,0,0,0.03,-0.01,1.57,2.46,0.97,0.03,1.81,100.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,0,0,-5,0,-10,225,133,-15,0,0,0,179,70,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,211.3,2.9,211,9,Astudillo et al 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC5,Breitkreuz et al 1989,Cuyucas Beds,Salar de Atacama,Ash tuff,V,672986,7421367,77.2,0.23,11.94,1.32,0,0,1.19,0.08,0.98,1.19,3.41,1.65,0.04,2.27,100.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,13,0,0,108,0,-10,189,-10,29,0,0,0,236,173,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CB8,Breitkreuz et al 1989,La Tabla Formation,Salar Punta Negra,0,V,479432,7306546,77.52,0.23,12.87,0.98,0,0,0.88,0.03,0.71,0.65,3.2,2.23,0.04,2.16,100.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,0,0,23,0,-10,1088,-10,19,0,0,0,319,119,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,259.1,0.5,237,0,Astudillo et al 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC9,Breitkreuz et al 1989,Cas Formation,Salar de Atacama,Lava,V,608213,7421582,61.49,0.75,15.71,2.25,3.4,0,5.42,0.08,3.58,3.92,3.15,3.91,0.18,1.92,100.72,24.82,50.75,0,20.88,4.41,0.94,0,0.59,0,0,0,0,1.45,0.28,35,0,0,9,0,0,49,0,27,759,68,145,0,0,0,452,174,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,248,3,248,3,Breitkreuz and Van Schmus 1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC10,Breitkreuz et al 1989,Cas Formation,Salar de Atacama,Pumice tuff,V,608213,7421582,75.63,0.22,12.81,1.35,0,0,1.21,0.03,0.2,-0.01,2.76,6.02,-0.01,0.59,99.61,39.11,70.75,0,24.9,5.03,0.62,0,0.61,0,0,0,0,2.71,0.41,51,0,0,16,0,0,18,0,-10,1393,-10,17,0,0,0,127,170,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,248,3,248,3,Breitkreuz and Van Schmus 1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC13,Breitkreuz et al 1989,Peine Formation,Salar de Atacama,Pumice tuff,V,601329,7391305,70.6,0.39,12.69,1.89,0.42,0,2.12,0.07,0.19,3.39,2.22,2.99,0.08,4.76,99.74,21.91,49.68,0,21.23,4.93,1.23,0,0.79,0,0,0,0,2.63,0.47,28,0,0,9,0,0,41,0,-10,571,-10,25,0,0,0,208,151,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,251.9,0.02,247.2,0,Niemeyer et al 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC20,Breitkreuz et al 1989,Peine Formation,Salar de Atacama,Lava,V,602346,7390898,50.14,2.63,13,4.13,9.14,0,12.86,0.24,3.98,5.62,4.16,0.54,0.81,4.43,99.84,32.65,75.68,0,54.49,10.51,2.35,0,1.19,0,0,0,0,7.3,0.97,52,0,0,15,0,0,110,0,-10,556,-10,401,0,0,0,315,347,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,251.9,0.02,247.2,0,Niemeyer et al 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC25a,Breitkreuz et al 1989,Peine Formation,Salar de Atacama,Ash tuff,V,603693,7392919,52.45,0.85,18.87,5.88,4.61,0,9.9,0.13,5.88,6.42,3.33,1.75,0.24,2.86,100.26,23.69,0,0,28.24,4.09,1.06,0,1.01,0,0,0,0,2.78,0.33,23,0,0,7,0,0,87,0,34,824,62,153,0,0,0,490,161,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,251.9,0.02,247.2,0,Niemeyer et al 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL24b,Breitkreuz et al 1989,Cerro Negro Beds ,Salar de Atacama,0,V,568307,7367354,55.09,1.15,16.91,2.65,5.15,0,7.53,0.11,3.59,6.44,4.27,2,0.23,1.4,99.57,21.18,38.87,0,19.95,3.23,0.52,0,0.64,0,0,0,0,1.75,0.3,30,0,0,7,0,0,76,0,-10,471,-10,201,0,0,0,385,177,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,278,8,273,1.6,Breitkreuz and Zeil 1994; Niemeyer et al 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CM21,Breitkreuz et al 1989,Cerro El Arbol Formation,Aguas Blancas,0,V,447164,7346076,47.19,2.74,14.21,4.24,7.92,0,11.74,0.18,6.41,4.15,3.87,0.6,0.34,7.9,100.64,9.3,23.38,0,0,4.84,1.35,0,0.98,0,0,0,0,3.76,0.69,36,0,0,-5,0,0,93,0,-10,257,112,386,0,0,0,249,198,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,298.9,0.15,251.9,0.02,Ferrando et al 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CM24d,Breitkreuz et al 1989,Cerro El Arbol Formation,Aguas Blancas,0,V,447047,7347213,63.11,0.83,16.11,2.33,2.69,0,4.79,0.08,1.98,3.72,3.74,3.02,0.27,2.12,100.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,13,0,0,65,0,-10,540,-10,103,0,0,0,378,240,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,298.9,0.15,251.9,0.02,Ferrando et al 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QB3,Breitkreuz et al 1989,Collahuasi Formation,Quebrada Blanca,0,V,525988,7681828,70.97,0.4,14.26,1.9,0.75,0,2.46,0.07,0.74,0.49,4.1,4.89,0.12,0.98,99.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,9,0,0,200,0,-10,1128,-10,23,0,0,0,96,162,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,308.5,2.2,292.7,1.9,Munizaga et al 2008,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QB4,Breitkreuz et al 1989,Collahuasi Formation,Quebrada Blanca,0,V,525988,7681828,74.19,0.25,13.69,1.67,0,0,1.5,0.03,-0.01,0.51,4.65,3.9,0.06,0.96,99.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,9,0,0,281,0,-10,80,-10,17,0,0,0,152,159,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,308.5,2.2,292.7,1.9,Munizaga et al 2008,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA15,Breitkreuz et al 1989,La Tabla Formation,Sierra Aspera,0,V,466116,7266844,73.67,0.27,13.45,1.77,0.55,0,2.14,0.03,1,0.91,2.16,3.97,0.09,2.05,99.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,10,0,0,30,0,-10,703,-10,13,0,0,0,165,180,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,294,2,294,2,Gonzalez et al 2015,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA19,Breitkreuz et al 1989,La Tabla Formation,Sierra Aspera,0,V,467715,7267894,76.21,0.12,13.2,0.91,0,0,0.82,0.02,-0.01,-0.01,1.87,5.48,0.02,1.31,99.14,88.74,52.82,0,29.62,1.95,0.15,0,0.95,0,0,0,0,6.9,0.94,72,0,0,32,0,0,65,0,-10,339,-10,-15,0,0,0,37,118,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,294,2,294,2,Gonzalez et al 2015,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z19,Breitkreuz et al 1989,La Tabla Formation,Salar Punta Negra,0,V,535416,7284064,76.06,0.16,13.01,1.46,0,0,1.31,0.02,-0.01,0.32,3.94,5.02,0.03,0.57,100.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,30,0,0,43,0,-10,149,-10,15,0,0,0,114,107,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.2,0.4,201.3,0.2,Breitkreuz et al 1989,290,2,290,2,Solari et al 2017,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA-1361,Brown 1991,Cifuncho Complex,0,Undefined plutonic rock,P,349452,7160376,70.48,0.43,15.16,0.95,1.91,2.86,2.76,0.04,0.95,2.41,3.68,3.13,0.1,0.76,100,33.9,94.6,0,29.3,6.13,0.64,7.1,0.78,0,0,0,0,2.33,0.43,31,0,4.93,9,1.01,13.68,48,0,8,502,0,44,0,0,5,188,143,154,0,0,0,0,4,0,0,0,5.6,20,0,0,0,16,0,0,"XRF, INAA",0,0,292,292,14,Damn and Pichowiak 1981,0,0,0,0,0,285,6.6,256,2.5,Contreras et al 2006,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA-1367,Brown 1991,Cifuncho Complex,0,Undefined plutonic rock,P,349452,7160376,69.24,0.49,15.13,1.03,2.05,3.08,2.98,0.04,0.92,2.7,3.73,2.8,0.11,1.05,99.29,34.6,91.4,0,29.3,6.27,0.72,8.1,1.14,0,0,0,0,2.46,0.43,35,0,4.97,9,1,14.51,43,0,7,529,0,33,0,0,9,222,150,131,0,0,0,0,2.21,0,0,0,5.2,14,0,0,0,16,0,0,"XRF, INAA",0,0,292,292,14,Damn and Pichowiak 1981,0,0,0,0,0,285,6.6,256,2.5,Contreras et al 2006,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA-1371,Brown 1991,Cifuncho Complex,0,Undefined plutonic rock,P,349452,7160376,75.85,0.07,13.39,0.17,0.35,0.52,0.5,0.01,0.04,0.57,4.03,4.89,0.06,0.27,99.7,5.4,15.2,0,6.3,1.91,0.18,2.77,0.48,0,0,0,0,2.88,0.59,28,0,2.94,5,2.71,4.12,13,0,2,148,0,9,0,0,-2.5,35,46,212,0,0,0,0,2.88,0,0,0,15.2,11,0,0,0,29,0,0,"XRF, INAA",0,0,292,292,14,Damn and Pichowiak 1981,0,0,0,0,0,285,6.6,256,2.5,Contreras et al 2006,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA-1372,Brown 1991,Cifuncho Complex,0,Undefined plutonic rock,P,349452,7160376,75.52,0.16,13.31,0.33,0.66,0.99,0.96,0.03,0.11,0.49,2.57,6.14,0.15,0.67,100.13,6,14.7,0,4.6,1.44,0.19,1.97,0.37,0,0,0,0,1.51,0.24,16,0,1.68,1,0.52,2.43,17,0,6,122,0,22,0,0,-2.5,40,51,228,0,0,0,0,1.91,0,0,0,14.7,10,0,0,0,20,0,0,"XRF, INAA",0,0,292,292,14,Damn and Pichowiak 1981,0,0,0,0,0,285,6.6,256,2.5,Contreras et al 2006,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA-1374,Brown 1991,Cifuncho Complex,0,Undefined plutonic rock,P,349452,7160376,68.11,0.68,15.19,1.17,2.91,4.08,3.96,0.04,1.07,2.24,3.47,2.86,0.02,1.27,99.2,49.4,131,0,37.5,9.27,1.04,11.3,1.9,0,0,0,0,2.49,0.37,39,0,7.4,15,1.26,18.36,60,0,12,598,0,61,0,0,9,142,226,165,0,0,0,0,2.2,0,0,0,4.8,24,0,0,0,13,0,0,"XRF, INAA",0,0,292,292,14,Damn and Pichowiak 1981,0,0,0,0,0,285,6.6,256,2.5,Contreras et al 2006,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA-1394,Brown 1991,Cifuncho Complex,0,Undefined plutonic rock,P,349452,7160376,68,0.75,14.82,1.41,3.51,4.92,4.78,0.04,1.34,2.28,2.96,3.1,0.15,1.27,99.63,56,152,0,45.8,9.87,1.22,12,1.66,0,0,0,0,2.46,0.31,35,0,9.3,13,1.13,20.94,71,0,19,711,0,85,0,0,21,200,259,154,0,0,0,0,1.98,0,0,0,4.4,19,0,0,0,17,0,0,"XRF, INAA",0,0,292,292,14,Damn and Pichowiak 1981,0,0,0,0,0,285,6.6,256,2.5,Contreras et al 2006,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA-1023,Brown 1991,Chañaral Complex,0,Undefined plutonic rock,P,349339,7097599,65.37,0.5,16.17,1.34,3.35,4.69,4.56,0.05,2,4.57,4.04,1.54,0.14,1.18,100.23,19.94,37.9,0,20.2,3.31,1.04,-0.03,0.43,0,0,0,0,1.97,0.25,14,0,4.32,4,0.43,6.88,39,0,18,323,0,78,0,0,1,372,122,52,0,0,0,0,1.23,0,0,0,0,16,0,0,0,8,0,0,"XRF, INAA",0,0,230,230,6,Berg and Baumann 1985,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA-1024,Brown 1991,Chañaral Complex,0,Undefined plutonic rock,P,349339,7097599,73.72,0.32,13.39,0.98,1.95,2.93,2.83,0.04,0.62,0.85,3.05,3.87,0.16,0.87,99.83,25.6,55.5,0,28.2,6.1,0.52,8,0.97,0,0,0,0,3.68,0.43,33,0,4.78,9,1.5,13.9,49,0,9,158,0,36,0,0,3,62,123,203,0,0,0,0,4.22,0,0,0,0,16,0,0,0,25,0,0,"XRF, INAA",0,0,230,230,6,Berg and Baumann 1985,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA-1025,Brown 1991,Chañaral Complex,0,Undefined plutonic rock,P,349339,7097599,75.83,0.05,13.61,0.22,0.45,0.67,0.65,0,0.08,0.21,3.64,4.6,0.2,0.78,99.66,2.3,5.05,0,3.9,0.95,0.03,-0.03,0.22,0,0,0,0,0.92,0.1,7,0,1.52,6,2.75,2.47,12,0,5,128,0,5,0,0,-2.5,48,37,314,0,0,0,0,3.71,0,0,0,0,19,0,0,0,16,0,0,"XRF, INAA",0,0,230,230,6,Berg and Baumann 1985,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA-1418,Brown 1991,Chañaral Complex,0,Undefined plutonic rock,P,349339,7097599,72.05,0.38,14.3,0.85,1.71,2.56,2.47,0.03,0.95,2.06,3.6,3.29,0.12,0.52,99.87,17.6,54,0,14.9,3.39,0.7,5,0.5,0,0,0,0,1.51,0.25,21,0,3.21,6,0.69,6.74,31,0,8,411,0,62,0,0,-2.5,177,121,117,0,0,0,0,1.36,0,0,0,0,19,0,0,0,9,0,0,"XRF, INAA",0,0,230,230,6,Berg and Baumann 1985,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA-1421,Brown 1991,Chañaral Complex,0,Undefined plutonic rock,P,349339,7097599,72.44,0.48,19.39,1.07,2.14,3.21,3.1,0.04,0.74,1.47,3.08,3.85,0.16,0.81,100.21,31.7,86.9,0,25.8,6.47,0.59,8.6,1.26,0,0,0,0,2.13,0.35,37,0,4.19,11,1.13,14.23,52,0,9,385,0,48,0,0,10,90,166,190,0,0,0,0,2.14,0,0,0,0,11,0,0,0,28,0,0,"XRF, INAA",0,0,230,230,6,Berg and Baumann 1985,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA-1030,Brown 1991,Cerros del Vetado Complex,0,Undefined plutonic rock,P,350235,7092070,76.02,0.21,12.67,0.61,1.21,1.82,1.76,0.03,0.37,0.74,3.08,4.71,0.05,0.54,100.23,25.5,61.9,0,29.8,6.87,0.42,7.6,1.39,0,0,0,0,6.72,0.7,54,0,3.26,5,0.84,18.3,28,0,7,230,0,16,0,0,3,46,88,245,0,0,0,0,2.51,0,0,0,0,14,0,0,0,20,0,0,"XRF, INAA",0,0,217,217,12,Berg and Baumann 1985,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA-1031,Brown 1991,Cerros del Vetado Complex,0,Undefined plutonic rock,P,350235,7092070,68.83,0.39,15.32,0.91,2.26,3.17,3.08,0.04,0.73,1.8,3.68,4.74,0.1,0.99,99.8,40.6,86.6,0,46.4,9.25,0.94,9.4,1.58,0,0,0,0,6.34,0.75,50,0,5.66,8,1.1,23.3,54,0,10,526,0,38,0,0,7,87,151,224,0,0,0,0,3.44,0,0,0,0,15,0,0,0,25,0,0,"XRF, INAA",0,0,217,217,12,Berg and Baumann 1985,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
