,sample,longitude,latitude,elevation _m.a.s.l._,lithology,"geological unit, locality",age _ma_,dating method,mineral,reference,unnamed: 10,age group,unnamed: 12,feo,sio2,al2o3,fe2o3,mno,mgo,cao,na2o,k2o,tio2,p2o5,cr2o3,loi,tot/c,tot/s,total,unnamed: 29,sc_ppm,be_ppm,v_ppm,cr_ppm,co_ppm,ni_ppm,cu_ppm,zn_ppm,ga_ppm,ge_ppm,as_ppm,rb_ppm,sr_ppm,y_ppm,zr_ppm,nb_ppm,mo_ppm,ag_ppm,in_ppm,sn_ppm,sb_ppm,cs_ppm,ba_ppm,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,hf_ppm,ta_ppm,w_ppm,tl_ppm,pb_ppm,bi_ppm,th_ppm,u_ppm,s_ppm,hg_ppm,li_ppm,se_ppm,cd_ppm,au_ppm,ti_ppm,unnamed: 82,sree_ppm,_la/yb_n,_la/sm_n,_gd/yb_n,eu/eu*,age_ma,age_ma_error
265,SM18B,-74.16847222222222,11.055861111111112,n.i.,Diorite,Santa Marta Batholith,,,,Mejía et al. (2008),,E Paleogene Granitoids - Santa Marta Batholith,,,57.71,16.31,8.07,0.17,4.03,7.79,3.73,0.71,0.75,0.32,,0.44,,,100.03,,,,,22,,15,,,,,,11,661.0,12.0,145,6,,,,,,,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,SM23,-74.19886111111111,11.10275,n.i.,Granodiorite,Santa Marta Batholith,,,,Mejía et al. (2008),,E Paleogene Granitoids - Santa Marta Batholith,,,61.52,16.67,6.23,0.12,2.55,5.91,3.96,1.7,0.53,0.26,,0.47,,,99.92,,,,,10,,38,,,,,,37,634.0,19.0,226,8,,,,,,,1089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,SM39A*,-74.23555555555555,11.17763888888889,n.i.,Granite,Santa Marta Batholith,,,,Mejía et al. (2008),,E Paleogene Granitoids - Santa Marta Batholith,,,70.53,16.05,2.58,0.06,0.95,3.08,4.68,1.37,0.36,0.05,,0.82,,,100.53,,,,,<10,,23,,,,,,48,403.0,15.0,146,<10,,,,,,,725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,BSM 01B,-73.9696287154788,11.3335793436656,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,62.99,16.6,5.07,0.11,2.21,5.82,3.62,1.68,0.55,0.2,,0.9,,,99.75,,12.0,,108,13.8,8.4,,,,18.7,,,53.3,540.8,18.2,113.5,5.9,,,,,,1.5,800.0,33.4,64.5,7.17,23.7,4.2,1.02,3.1,0.57,2.8,0.56,1.85,0.27,1.78,0.25,3.1,0.4,,,,,10.4,0.8,,,,,,,,,145.17000000000002,12.746882852131035,4.966043801486839,1.18309391741336,0.8243297270613634,,
269,BSM 04,-73.9400047651896,11.3143113814505,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,59.73,17.85,6.08,0.12,2.6,6.14,3.7,1.81,0.68,0.23,,0.8,,,99.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,BSM 105A,-74.0985149776477,11.2068031557697,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,62.17,17.63,4.61,0.1,2.43,5.86,3.9,1.12,0.53,0.17,,0.95,,,99.48,,8.6,1.31,94.3,,7.99,6.2,,58.14,18.66,,,27.94,609.6,13.37,122.51,4.66,,,,,,1.097,850.0,14.44,27.0,3.36,13.13,2.69,0.9,2.52,0.39,2.31,0.48,1.31,,1.28,0.2,2.94,0.227,,,4.83,,2.131,0.584,,,10.88,,,,,,70.01,7.663633966244725,3.3521873480463666,1.3374208860759493,1.0367258614991148,,
271,BSM 111,-73.9071114406901,11.2857905907659,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,59.36,17.61,6.58,0.13,3.0,6.73,3.57,0.98,0.71,0.2,,0.65,,,99.52,,11.16,1.17,147.8,,11.55,4.4,,77.76,19.75,,,23.46,537.2,21.39,87.95,5.92,,,,,,0.588,622.0,38.29,69.1,7.68,26.49,4.58,1.15,4.02,0.62,3.62,0.74,2.11,,2.07,0.31,2.16,0.269,,,5.46,,9.126,0.432,,,12.7,,,,,,160.78000000000006,12.565869667135491,5.220754334567833,1.3192686357243317,0.7987294396407069,,
272,BSM 12E,-74.0974473076923,11.2702107053365,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,60.13,18.07,4.84,0.09,2.76,6.55,4.26,1.4,0.57,0.22,,0.46,,,99.35,,9.68,1.6,112.8,,7.7,8.3,,51.06,19.56,,,35.39,832.7,13.65,112.42,4.33,,,,,,0.919,1058.0,11.63,23.8,3.4,14.45,3.09,1.06,2.78,0.41,2.37,0.48,1.33,,1.3,0.2,2.77,0.192,,,5.55,,1.32,0.988,,,23.94,,,,,,66.3,6.077345017851347,2.3503611759725813,1.4527101590392728,1.0805547361656238,,
273,BSM 13,-73.8737310734169,11.2814932087393,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,59.67,17.79,6,0.11,2.68,7.0,3.91,0.9,0.68,0.22,,0.84,,,99.79,,11.7,1.23,138.8,,9.74,3.9,,63.35,19.79,,,16.18,600.8,21.53,157.46,5.07,,,,,,0.617,501.0,4.94,12.8,2.49,13.14,3.69,1.07,3.77,0.59,3.66,0.75,2.1,,2.05,0.31,3.79,0.268,,,7.22,,0.324,0.628,,,11.29,,,,,,51.36000000000001,1.637007306781929,0.8360147736498463,1.2492950499125246,0.8662971946002576,,
274,BSM 15,-73.8937901035709,11.2928698903392,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,59.57,17.8,6.46,0.13,2.89,7.2,3.8,0.72,0.63,0.21,,0.5,,,99.91,,17.0,,148,20.6,11.4,,,,19.5,,,16.9,640.7,22.1,95.7,4.2,,,,,,0.4,453.0,17.4,41.1,5.29,22.1,4.63,1.38,3.92,0.69,4.13,0.76,2.21,0.35,2.0,0.3,2.7,0.2,,,,,2.8,0.5,,,,,,,,,106.25999999999998,5.9101265822784805,2.3468299751209774,1.3314767932489453,0.961571239964011,,
275,BSM 21A,-73.9564237272985,11.28168406822,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,61.38,17.21,5.66,0.11,2.41,6.02,3.44,1.81,0.59,0.22,,0.9,,,99.75,,13.0,,118,20.8,9.9,,,,19.1,,,61.1,521.6,19.8,143.8,5.2,,,,,,1.5,711.0,9.6,23.0,3.35,13.7,3.45,1.01,3.07,0.58,3.36,0.66,1.94,0.34,1.93,0.32,3.8,0.4,,,,,2.8,1.5,,,,,,,,,66.31,3.379025382042369,1.737662814162539,1.080584158632299,0.9262034187194034,,
276,BSM 22,-73.9895303947264,11.2869484065966,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,64.29,17.07,3.98,0.09,1.57,5.29,3.81,1.5,0.46,0.18,,1.5,,,99.74,,8.0,,71,20.9,6,,,,18.3,,,46.6,557.8,14.4,160.1,6.3,,,,,,1,728.0,25.6,49.1,5.6,21.0,3.5,0.98,2.77,0.5,2.39,0.48,1.41,0.23,1.31,0.22,4.1,0.4,,,,,6.7,1.7,,,,,,,,,115.09,13.27535671723516,4.567570825798674,1.4364350822945855,0.9266735135872012,,
277,BSM 23,-74.0259555588632,11.2831424711142,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,66.84,16.33,3.24,0.08,1.31,4.34,3.68,2.36,0.38,0.14,,1,,,99.7,,6.0,,56,6.9,4.6,9,,,17,,,59.2,509.3,10.6,123.9,6,,,,,,1.2,1185.0,25.1,48.4,5.53,18.5,2.9,0.84,1.81,0.34,1.66,0.33,1.0,0.15,1.1,0.18,3.2,0.4,,,,,8.7,1.3,,,,,,,,,107.84000000000002,15.500958956655158,5.404917794267423,1.1177982355197544,1.0400859961287616,,
278,BSM 25A,-74.0656679990737,11.2736550566252,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,61.02,15.33,7.28,0.17,3.29,5.44,3.26,2.22,0.7,0.18,,1,,,99.89,,19.0,,147,13.8,11.8,10,,,17.6,,,70.9,377.9,23.2,119.2,8.7,,,,,,1.3,653.0,18.3,38.9,5.29,19.3,4.52,1.02,3.96,0.69,3.56,0.77,2.25,0.39,2.34,0.36,4.2,0.6,,,,,8.1,2.6,,,,,,,,,101.64999999999999,5.312669046846263,2.528284978156156,1.1496267445634536,0.718366989319611,,
279,BSM 35A,-74.2302340624484,11.1660405279407,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,66.61,16.06,3.46,0.08,2.28,4.41,3.77,2.32,0.45,0.15,,0.7,,,100.29,,10.0,,82,686.3,7.3,14,,,16.7,,,80.2,572.9,13.1,121.8,5.8,,,,,,2.2,1255.0,31.0,53.7,6.05,18.9,3.05,0.81,2.35,0.4,2.12,0.41,1.13,0.2,1.26,0.19,3.7,0.6,,,,,14,2.5,,,,,,,,,121.57000000000001,16.713548992030006,6.347098291485095,1.26699484294421,0.887629534853544,,
280,BSM 45B,-74.1254062125078,11.1423620354092,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,62.38,16.67,4.68,0.09,2.63,6.02,3.86,1.36,0.55,0.17,,0.98,,,99.4,,10.03,1.34,99.7,31.7,8.06,6.7,,57.12,17.85,,,30,545.9,14.92,108.25,4.93,,,,,,0.649,910.0,29.46,46.6,5.54,19.48,3.44,0.97,2.99,0.45,2.61,0.53,1.47,,1.42,0.21,2.66,0.229,,,5.35,,8.875,0.524,,,13.91,,,,,,115.17,14.093599572116242,5.347954077126877,1.4304094609853213,0.9004371061869679,,
281,BSM 49,-74.0334193389047,11.2863349158247,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,64.86,14.16,4.54,0.11,2.06,4.78,3.49,2.26,0.54,0.17,,1,,,97.97,,11.0,,96,21.2,7.6,12,,,16.4,,,62.8,454.8,20.0,125.7,8,,,,,,1.4,953.0,24.4,47.4,5.72,21.4,4.19,0.97,3.23,0.6,3.0,0.62,1.83,0.3,1.94,0.29,3.4,0.7,,,,,9.8,2.8,,,,,,,,,115.88999999999999,8.544086302144503,3.636546730713069,1.1310409326199486,0.7736133350925851,,
282,BSM 60,-74.1779528229842,11.1740987251302,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,60.37,17.46,5.44,0.11,2.72,6.57,4.02,1.29,0.57,0.18,,0.52,,,99.25,,11.46,1.28,122,21.6,9.46,5.8,,58.09,18.14,,,25.54,607.6,23.7,116.42,6.01,,,,,,1.06,690.0,17.49,33.2,4.85,20.03,4.58,1.1,4.32,0.67,4.08,0.83,2.33,,2.27,0.34,3.1,0.346,,,6.22,,1.637,0.629,,,22.54,,,,,,96.08999999999999,5.234093570512463,2.3847216848156543,1.2928121340545364,0.7421281176398552,,
283,EMC 01,-74.03356474463,11.1809902716184,n.i.,n.i.,Santa Marta Batholith,,,,Duque (2009),,E Paleogene Granitoids - Santa Marta Batholith,,,68.3,16.65,2.54,0.06,1.33,4.24,4.65,1.72,0.3,0.12,,0.61,,,100.52,,4.03,1.72,50.6,17.2,3.95,5.2,,43.76,17.21,,,42.48,755.6,7.36,102.11,4.52,,,,,,1.331,1352.0,32.99,56.4,6.34,20.65,2.75,0.69,1.87,0.26,1.3,0.27,0.74,,0.78,0.13,2.58,0.25,,,17.65,,9.009,0.982,,,23.94,,,,,,125.16999999999999,28.731959320566915,7.491400076716532,1.6286378881315589,0.8760986298365078,,
284,KD-WR-39,-75.112653,4.896368,2050,Bt granodiorite,El Bosque Batholith,,,,Leal-Mejía (2011),,E Paleogene Granitoids - El Bosque Batholith,,2.98,66.03,17.13,< 0.01,0.039,1.6,3.92,4.01,2.78,0.539,0.17,,0.5096,,,100,,5.0,2,57,30,6,< 20,< 10,120,24,0.9,< 5,100,398.0,4.7,164,4.3,< 2,< 0.5,< 0.1,2,< 0.2,3.5,943.0,32.0,60.3,6.99,23.3,3.91,1.11,2.77,0.26,0.95,0.15,0.41,0.06,0.41,0.065,4.1,0.19,< 0.5,0.94,21,0.3,11.3,2.15,,,,,,,,,132.68499999999997,53.02047957188432,5.110772982830996,4.589585262941237,0.9775177513370831,,
285,CB1,-75.14055,4.7372499999999995,n.i.,Granodiorite,El Bosque Batholith,55.1 ± 2.1,U-Pb (LA-ICP-MS),Zircon,Bustamante et al. (2017),,E Paleogene Granitoids - El Bosque Batholith,,2.41,68.5,16.5,,0.05,1.1,3.52,3.38,2.53,0.42,0.14,,1.3,,,99.84999999999998,,,,,,,,,,,,,86.6,377.0,13.3,132,7.6,,,,,,5,1004.0,40.8,71.6,8.67,31.4,5.46,1.22,4.45,0.61,2.52,0.44,1.13,0.12,0.97,0.14,3.9,0.7,,,1.8,,11.2,1.6,,,,,,,,,169.53,28.573665666188177,4.666388463856818,3.116490495454348,0.7314185158230142,55.1,2.1
286,CB2,-75.1409,4.7285,n.i.,Granodiorite,El Bosque Batholith,,,,Bustamante et al. (2017),,E Paleogene Granitoids - El Bosque Batholith,,2.49,68.0,16.5,,0.047,0.987,2.98,3.32,2.2,0.437,0.141,,1.98,,,97,,5.26,,,,,,,,,,,92.77,305.0,9.03,134,6.5,,,,,,9.13,894.0,25.6,46.4,5.82,21.4,4.19,1.16,3.24,0.446,2.1,0.343,0.81,0.103,0.65,0.096,3.67,0.558,,,14.6,,7.51,2.66,,,,,,,,,112.35799999999999,26.754949691658553,3.815393291239942,3.3861733203505358,0.9241032912432172,,
287,CH2,-75.00226666666667,5.19795,n.i.,Granodiorite,El Hatillo Stock,,,,Bustamante et al. (2017),,E Paleogene Granitoids - El Hatillo Stock,,3.47,66.4,16.6,,0.069,1.949,4.48,4.01,1.54,0.536,0.182,,1.38,,,99.2,,9.5,,,,,,,,,,,44.24,571.0,16.6,135,5.3,,,,,,2.1,711.0,27.6,52.07,6.52,25.0,4.86,1.38,4.0,0.597,3.38,0.64,1.61,0.227,1.44,0.22,3.65,0.508,,,8.93,,6.12,1.98,,,,,,,,,129.54399999999998,13.020393811533054,3.5463874563733917,1.8870135958743552,0.9260413201785352,,
288,CH6A,-74.9956,5.207283333333334,n.i.,Granodiorite,El Hatillo Stock,,,,Bustamante et al. (2017),,E Paleogene Granitoids - El Hatillo Stock,,3.5,65.8,17.1,,0.07,2.011,4.72,4.17,1.39,0.541,0.171,,0.77,,,99.5,,9.77,,,,,,,,,,,38.46,576.0,12.9,131,4.8,,,,,,1.89,632.0,19.4,38.3,4.85,19.0,3.83,1.16,3.18,0.462,2.59,0.491,1.27,0.18,1.16,0.178,3.44,0.345,,,8.38,,4.25,1.51,,,,,,,,,96.051,11.36112323585043,3.1631247865507706,1.8622872108249675,0.984460359251186,,
289,CH9,-74.98378333333334,5.170966666666667,n.i.,Granodiorite,El Hatillo Stock,,,,Bustamante et al. (2017),,E Paleogene Granitoids - El Hatillo Stock,,3.53,66.3,16.7,,0.071,2.023,4.6,3.88,1.67,0.536,0.175,,0.65,,,99.5,,9.86,,,,,,,,,,,59.84,551.0,14.0,116,5.2,,,,,,2.68,745.0,19.2,38.4,4.76,18.7,4.04,1.16,3.36,0.499,2.8,0.524,1.39,0.197,1.23,0.187,3.13,0.409,,,8.85,,4.83,2.36,,,,,,,,,96.44699999999999,10.604095914376865,2.967790449931069,1.8557167850159513,0.9326892621564467,,
290,CH12,-74.99166666666666,5.16705,n.i.,Granodiorite,El Hatillo Stock,,,,Bustamante et al. (2017),,E Paleogene Granitoids - El Hatillo Stock,,3.47,65.8,16.9,,0.069,1.934,4.88,4.05,1.48,0.543,0.186,,0.56,,,99.4,,9.93,,,,,,,,,,,42.89,600.0,14.4,127,5.1,,,,,,1.81,683.0,22.0,43.25,5.43,21.0,4.19,1.22,3.59,0.518,2.86,0.543,1.41,0.2,1.25,0.2,3.39,0.404,,,9.32,,5.2,2.75,,,,,,,,,107.66100000000002,11.956118143459916,3.2788536096593255,1.9510210970464135,0.9350228247151369,,
291,CH14,-75.00165,5.16835,n.i.,Granodiorite,El Hatillo Stock,,,,Bustamante et al. (2017),,E Paleogene Granitoids - El Hatillo Stock,,3.47,65.9,16.8,,0.072,1.933,4.68,3.98,1.53,0.523,0.184,,0.72,,,99,,9.42,,,,,,,,,,,46.85,567.0,14.8,134,5.1,,,,,,2.57,813.0,20.2,40.25,5.11,20.3,4.29,1.27,3.53,0.544,3.11,0.601,1.54,0.224,1.39,0.209,3.72,0.533,,,9.63,,5.24,2.65,,,,,,,,,102.56800000000001,9.87220350302037,2.9404069910399024,1.7251919983000945,0.9655490460457133,,
292,CH15,-74.98945,5.185933333333334,n.i.,granodiorite,El Hatillo Stock,,,,Bustamante et al. (2017),,E Paleogene Granitoids - El Hatillo Stock,,3.26,65.9,16.7,,0.064,1.806,4.52,4.09,1.56,0.501,0.166,,0.68,,,98.6,,9.24,,,,,,,,,,,43.08,558.0,13.4,132,5,,,,,,1.84,766.0,24.3,47.25,5.72,22.0,4.09,1.19,3.25,0.489,2.71,0.515,1.37,0.205,1.27,0.195,3.71,0.494,,,8.13,,7.17,2.26,,,,,,,,,114.55399999999999,12.998106249377056,3.7101915756244006,1.7384298481677132,0.9614877806920287,,
